Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",12.4,2.1,8.2,16.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,Visit count,4511000,706000,3128000,5894000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",55.3,8.6,38.3,72.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,Visit count,3402000,523000,2376000,4428000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",58.8,9,41,76.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,2312000,568000,1199000,3425000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",56.2,13.5,29.6,82.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,Visit count,2267000,448000,1388000,3146000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",35.1,6.6,22.1,48.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,3119000,641000,1863000,4374000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",16.2,3.2,9.9,22.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,Visit count,5475000,887000,3735000,7214000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,"Visit rate (per 1,000 people)",32.6,5.3,22.3,43,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,Visit count,3958000,584000,2813000,5102000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,"Visit rate (per 1,000 people)",24.3,3.6,17.3,31.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,Visit count,7898000,1319000,5312000,10483000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,"Visit rate (per 1,000 people)",23.9,4,16.1,31.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,Visit count,1848000,284000,1293000,2404000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",25.4,3.9,17.8,33.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,Visit count,2135000,391000,1369000,2901000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",18.1,3.3,11.6,24.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,Visit count,2447000,452000,1560000,3334000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",30,5.5,19.1,40.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,Visit count,1467000,267000,943000,1991000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",25.3,4.6,16.3,34.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,1514000,385000,758000,2269000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",36.8,9.2,18.7,54.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,Visit count,2062000,402000,1273000,2851000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",31.9,5.9,20.4,43.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,2753000,619000,1539000,3967000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",14.3,3.1,8.1,20.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,Visit count,5014000,870000,3308000,6720000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,"Visit rate (per 1,000 people)",29.9,5.2,19.7,40.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,Visit count,2882000,460000,1980000,3783000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,"Visit rate (per 1,000 people)",17.7,2.8,12.2,23.3,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,Visit count,7597000,1277000,5094000,10101000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",23,3.9,15.4,30.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,Visit count,945000,165000,622000,1268000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",13,2.3,8.6,17.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,Visit count,2182000,390000,1418000,2947000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",18.5,3.3,12,25,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,Visit count,2792000,492000,1828000,3756000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",34.2,6,22.4,46,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,Visit count,1678000,301000,1089000,2268000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",29,5.2,18.8,39.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic",Visit count,1331000,349000,648000,2014000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",32.3,8.3,16,48.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,2191000,469000,1271000,3111000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",33.9,6.9,20.4,47.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic",Visit count,2549000,570000,1431000,3667000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",13.2,2.9,7.6,18.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,Visit count,4750000,824000,3135000,6364000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",28.3,4.9,18.7,37.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,Visit count,2844000,465000,1932000,3756000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",17.5,2.9,11.9,23.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,Visit count,4730000,938000,2892000,6568000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,"Visit rate (per 1,000 people)",14.3,2.8,8.8,19.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,Visit count,990000,186000,625000,1354000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",13.6,2.6,8.6,18.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,Visit count,1425000,287000,862000,1988000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",12.1,2.4,7.3,16.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,Visit count,1427000,310000,820000,2034000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",17.5,3.8,10,24.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,Visit count,888000,194000,509000,1268000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,"Visit rate (per 1,000 people)",15.3,3.3,8.8,21.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,879000,259000,371000,1386000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",21.3,6.2,9.1,33.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,Visit count,1310000,271000,780000,1841000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",20.3,4,12.5,28.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic",Visit count,1385000,365000,669000,2100000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",7.2,1.9,3.5,10.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,Visit count,2991000,610000,1796000,4186000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,"Visit rate (per 1,000 people)",17.8,3.6,10.7,25,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,Visit count,1739000,336000,1079000,2398000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,"Visit rate (per 1,000 people)",10.7,2.1,6.6,14.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,Visit count,8484000,1500000,5543000,11424000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,"Visit rate (per 1,000 people)",25.7,4.5,16.8,34.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,Visit count,322000,57000,211000,433000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,"Visit rate (per 1,000 people)",4.4,0.8,2.9,5.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,Visit count,2035000,390000,1271000,2798000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,"Visit rate (per 1,000 people)",17.2,3.3,10.8,23.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,45-64 years old,Visit count,3686000,661000,2391000,4982000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,45-64 years old,"Visit rate (per 1,000 people)",45.2,8.1,29.3,61,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,65+ years old,Visit count,2441000,441000,1576000,3306000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,65+ years old,"Visit rate (per 1,000 people)",42.2,7.6,27.2,57.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Black, non-Hispanic",Visit count,1710000,473000,784000,2637000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",41.5,11.3,19.3,63.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,Hispanic,Visit count,2099000,449000,1218000,2980000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",32.5,6.6,19.5,45.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"White, non-Hispanic",Visit count,3022000,684000,1681000,4363000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",15.7,3.5,8.9,22.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Female,Visit count,5574000,1013000,3588000,7560000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Female,"Visit rate (per 1,000 people)",33.2,6,21.4,45.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Male,Visit count,2907000,496000,1936000,3879000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Male,"Visit rate (per 1,000 people)",17.9,3,11.9,23.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,Total,All visits,Visit count,6090000,1125000,3884000,8295000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,Total,All visits,"Visit rate (per 1,000 people)",18.4,3.4,11.8,25.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,0-17 years old,Visit count,301000,55000,193000,409000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,0-17 years old,"Visit rate (per 1,000 people)",4.1,0.8,2.7,5.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,18-44 years old,Visit count,2159000,414000,1347000,2971000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,18-44 years old,"Visit rate (per 1,000 people)",18.3,3.5,11.4,25.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,45-64 years old,Visit count,2140000,415000,1326000,2953000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,45-64 years old,"Visit rate (per 1,000 people)",26.2,5.1,16.2,36.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,65+ years old,Visit count,1491000,276000,950000,2032000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,65+ years old,"Visit rate (per 1,000 people)",25.7,4.8,16.4,35.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Black, non-Hispanic",Visit count,1211000,341000,543000,1879000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",29.4,8.2,13.4,45.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,Hispanic,Visit count,1790000,383000,1039000,2540000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",27.7,5.7,16.6,38.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"White, non-Hispanic",Visit count,1870000,484000,921000,2820000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",9.7,2.5,4.9,14.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By sex,Female,Visit count,4450000,851000,2782000,6117000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By sex,Female,"Visit rate (per 1,000 people)",26.5,5.1,16.6,36.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By sex,Male,Visit count,1639000,286000,1078000,2200000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Diseases of the urinary and genital systems,By sex,Male,"Visit rate (per 1,000 people)",10.1,1.8,6.6,13.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",Total,All visits,Visit count,1160000,288000,596000,1724000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",Total,All visits,"Visit rate (per 1,000 people)",3.5,0.9,1.8,5.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,0-17 years old,Visit count,54000,14000,27000,81000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,0-17 years old,"Visit rate (per 1,000 people)",0.7,0.2,0.4,1.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,18-44 years old,Visit count,1068000,276000,527000,1608000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,18-44 years old,"Visit rate (per 1,000 people)",9.1,2.3,4.5,13.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,45-64 years old,Visit count,37000,13000,11000,63000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,45-64 years old,"Visit rate (per 1,000 people)",0.5,0.2,0.1,0.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,65+ years old,Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By age,65+ years old,"Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"Black, non-Hispanic",Visit count,186000,58000,73000,300000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",4.5,1.4,1.8,7.3,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,Hispanic,Visit count,526000,170000,192000,859000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",8.1,2.6,3,13.3,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"White, non-Hispanic",Visit count,194000,64000,68000,320000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",1,0.3,0.4,1.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By sex,Female,Visit count,1135000,284000,578000,1692000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By sex,Female,"Visit rate (per 1,000 people)",6.8,1.7,3.4,10.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By sex,Male,Visit count,,,,,
Jan.-Jun. 2024,Diagnosis Chapter,"Pregnancy, childbirth, and postpartum",By sex,Male,"Visit rate (per 1,000 people)",,,,,
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,Total,All visits,Visit count,272000,63000,149000,395000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,Total,All visits,"Visit rate (per 1,000 people)",0.8,0.2,0.5,1.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,0-17 years old,Visit count,260000,61000,141000,379000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,0-17 years old,"Visit rate (per 1,000 people)",3.6,0.8,1.9,5.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,18-44 years old,Visit count,9000,3000,4000,14000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,18-44 years old,"Visit rate (per 1,000 people)",0.1,0,0,0.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,45-64 years old,Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,45-64 years old,"Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,65+ years old,Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By age,65+ years old,"Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"Black, non-Hispanic",Visit count,42000,13000,18000,67000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",1,0.3,0.4,1.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,Hispanic,Visit count,80000,19000,43000,117000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",1.2,0.3,0.7,1.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"White, non-Hispanic",Visit count,48000,14000,20000,76000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.2,0.1,0.1,0.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By sex,Female,Visit count,132000,31000,71000,193000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By sex,Female,"Visit rate (per 1,000 people)",0.8,0.2,0.4,1.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By sex,Male,Visit count,139000,32000,77000,202000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Conditions originating around birth,By sex,Male,"Visit rate (per 1,000 people)",0.9,0.2,0.5,1.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,Total,All visits,Visit count,730000,156000,425000,1036000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,Total,All visits,"Visit rate (per 1,000 people)",2.2,0.5,1.3,3.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,0-17 years old,Visit count,338000,74000,193000,483000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,0-17 years old,"Visit rate (per 1,000 people)",4.6,1,2.7,6.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,18-44 years old,Visit count,174000,39000,97000,251000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,18-44 years old,"Visit rate (per 1,000 people)",1.5,0.3,0.8,2.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,45-64 years old,Visit count,137000,36000,66000,207000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,45-64 years old,"Visit rate (per 1,000 people)",1.7,0.4,0.8,2.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,65+ years old,Visit count,82000,20000,43000,121000,Yes
